id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
1266	Hesperetin	HMDB0005782	Orange Juice Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1266	Hesperetin	HMDB0005782	Citrus Fruits Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1266	Hesperetin	HMDB0005782	Fruit Juices Consumption	Exposure	3 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Diabetes Mellitus Type 2	Diagnostic	0.0037 (0.0021000000000000003-0.0053) uM	Adult: >=18 yrs old	Both	Urine	Noroozi, M., Burns, J., Crozier, A., Kelly, I. E. & Lean, M. E. Prediction of dietary flavonol consumption from fasting plasma concentration or urinary excretion. Eur J Clin Nutr 54, 143-149 (2000).
1270	Quercetin	HMDB0005794	Normal	Diagnostic	0.1295 (0.011-0.248) uM	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 26814424
1270	Quercetin	HMDB0005794	Diabetes Mellitus Type 2	Diagnostic	0.057 (0.04-0.07400000000000001) uM	Adult: >=18 yrs old	Both	Urine	Noroozi, M., Burns, J., Crozier, A., Kelly, I. E. & Lean, M. E. Prediction of dietary flavonol consumption from fasting plasma concentration or urinary excretion. Eur J Clin Nutr 54, 143-149 (2000).
1270	Quercetin	HMDB0005794	Normal	Diagnostic	0.0135 uM	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 21272408
1270	Quercetin	HMDB0005794	Fruits Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Vegetables Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Fruits + Vegetables Consumption	Exposure	61.2 ug/day	NA	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Apple Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Peach Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Berries Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Fruit Juices Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Onion Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Black Tea Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1270	Quercetin	HMDB0005794	Herbal Tea Consumption	Exposure	0.7 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Fruits Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Vegetables Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Fruits + Vegetables Consumption	Exposure	7.9 ug/day	NA	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Apple Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Peach Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Berries Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Grapefruit Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Grapefruit Juice Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Orange Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Orange Juice Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Citrus Fruits Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Fruit Juices Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Onion Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Dark Bread Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Cereals Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Potato Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Chocolate Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Coffee Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Black Tea Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Herbal Tea Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1271	Kaempferol	HMDB0005801	Wine Consumption	Exposure	0.8 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Apple Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Peach Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Berries Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Fruits Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Fruit Juices Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Vegetables Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Onion Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Chocolate Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Black Tea Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Herbal Tea Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1272	Gallic acid	HMDB0005807	Wine Consumption	Exposure	1.6 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1278	Dihydrogenistein	HMDB0005897	Fats Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1278	Dihydrogenistein	HMDB0005897	Soy Foods Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1278	Dihydrogenistein	HMDB0005897	Fruits Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1278	Dihydrogenistein	HMDB0005897	Vegetables Consumption	Exposure	0.19 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1280	D-Pipecolic acid	HMDB0005960	Hepatic Encephalopathy	Diagnostic	1.6 (1.1-2.1) uM	Adult	Both	Blood	Fujita, T., Amuro, Y., Hada, T. & Higashino, K. Plasma levels of pipecolic acid, both L- and D-enantiomers, in patients with chronic liver diseases, especially hepatic encephalopathy. Clin Chim Acta 287, 99-109 (1999).
1280	D-Pipecolic acid	HMDB0005960	Normal	Diagnostic	0.11 (0.0100-0.21) uM	Adult	Both	Blood	Fujita, T., Amuro, Y., Hada, T. & Higashino, K. Plasma levels of pipecolic acid, both L- and D-enantiomers, in patients with chronic liver diseases, especially hepatic encephalopathy. Clin Chim Acta 287, 99-109 (1999).
1281	Tetrahydrodeoxycortisol	HMDB0005972	11 Beta Hydroxylase Deficiency	Diagnostic	1.1 (0.71-1.6) umol/mmol creatinine	Newborn: 0 day-1 wk	Female	Urine	Pubmed_ID: 8933406
1281	Tetrahydrodeoxycortisol	HMDB0005972	Normal	Diagnostic	0.033 (-0.83-0.033) umol/mmol creatinine	Unknown	Both	Urine	Pubmed_ID: 8933406
1283	Hexanal	HMDB0005994	Uremia	Diagnostic	0.52 (0.19-0.85) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 22626821
1283	Hexanal	HMDB0005994	Normal	Diagnostic	0.22 (0.11-0.33) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 22626821
1284	20-Hydroxyeicosatetraenoic acid	HMDB0005998	Kidney Transplantation	Prognostic	<0 pg/mL	""	""	Serum	Dolegowska, B., Blogowski, W. & Domanski, L. Is it possible to predict the early post-transplant allograft function using 20-HETE measurements? A preliminary report. Transpl Int 22, 546-553 (2009).
1293	Scyllitol	HMDB0006088	Ethanol Consumption	Diagnostic	72.5 (17.5-127.5) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Viola, A., Nicoli, F., Denis, B., Confort-Gouny, S., Le Fur, Y., Ranjeva, J. P., Viout, P. & Cozzone, P. J. High cerebral scyllo-inositol: a new marker of brain metabolism disturbances induced by chronic alcoholism. MAGMA 17, 47-61 (2004).
1293	Scyllitol	HMDB0006088	Normal	Diagnostic	5.0 (2.0-8.0) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Viola, A., Nicoli, F., Denis, B., Confort-Gouny, S., Le Fur, Y., Ranjeva, J. P., Viout, P. & Cozzone, P. J. High cerebral scyllo-inositol: a new marker of brain metabolism disturbances induced by chronic alcoholism. MAGMA 17, 47-61 (2004).
1295	Enterolactone	HMDB0006101	Fats Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1295	Enterolactone	HMDB0006101	Soy Foods Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1295	Enterolactone	HMDB0006101	Fruits Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1295	Enterolactone	HMDB0006101	Vegetables Consumption	Exposure	1.18 nmol/mg	Elderly: 65-100+ yrs old	Both	Urine, spot	NA
1295	Enterolactone	HMDB0006101	Peach Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Berries Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Fruit Juices Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Dark Bread Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Cereals Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Potato Consumption	Exposure	23.9 umol/day	Adult: >=18 yrs old	Both	Urine, 24-h	NA
1295	Enterolactone	HMDB0006101	Dietary Fibre Consumption	Exposure	93.5 ug/mmol	NA	Both	Urine, spot	NA
1295	Enterolactone	HMDB0006101	Fruits + Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Water Soluble Fibre Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Insoluble Fibre Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Coffee + Tea Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Ethanol Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Wine Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Beer Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Liquor Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Mushrooms Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Leafy Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Lettuce Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Cabbage Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Gourds Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Walnut Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Avocado Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Legume Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Onion Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Banana Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Olive Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Sesame Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Citrus Fruits Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Potato Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Carrot Family Vegetables Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Grape Consumption	Exposure	13.97 nmol/L	Adult: >=18 yrs old	Both	Plasma, fasting	NA
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.85 (0.71-1.1) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.083 (0.070-0.099) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.80 (0.65-0.93) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.092 (0.083-0.100) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	0.91 (0.76-1.1) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.11 (0.093-0.12) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.0 (0.85-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.100 (0.090-0.12) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.0 (0.79-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.092 (0.080-0.11) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Enterolactone Exposure	Exposure	1.1 (0.91-1.3) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1295	Enterolactone	HMDB0006101	Normal	Exposure	0.087 (0.078-0.098) umol/mmol creatinine	All	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
1296	12-HETE	HMDB0006111	Peroxisomal Diogenesis Disorder	Diagnostic	7.8e-08 (0-1.6e-07) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	MetaGene: Metabolic & Genetic Information Center
1296	12-HETE	HMDB0006111	Normal	Diagnostic	1.2e-05 (8.6e-06-1.6e-05) umol/mmol creatinine	Adult: >=18 yrs old	Male	Urine	Pubmed_ID: 15882928
1296	12-HETE	HMDB0006111	Zellweger Syndrome	Diagnostic	0.012 (0.0090-0.019) nmol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 8825400
1296	12-HETE	HMDB0006111	Normal	Diagnostic	7.8e-06 (0-0.000016) nmol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 8825400
1297	Malondialdehyde	HMDB0006112	Multiple Sclerosis	Diagnostic	0.22 (0.16-0.28) uM	Unknown	Unknown	Cerebrospinal_Fluid	Pubmed_ID: 20374079
1297	Malondialdehyde	HMDB0006112	Normal	Diagnostic	3.9 (1.7-8.3) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Shukla, R., Rajani, M., Srivastava, N., Barthwal, M. K. & Dikshit, M. Nitrite and malondialdehyde content in cerebrospinal fluid of patients with Parkinson's disease. Int J Neurosci 116, 1391-1402 (2006).
1297	Malondialdehyde	HMDB0006112	Schizophrenia	Diagnostic	4.8 (4.0-5.5) uM	Adult	Both	Blood	Pubmed_ID: 11979513
1297	Malondialdehyde	HMDB0006112	Normal	Diagnostic	2.7 (2.2-3.2) uM	Adult	Both	Blood	Pubmed_ID: 11979513
1297	Malondialdehyde	HMDB0006112	Uremia	Diagnostic	6.0 (3.6-8.4) uM	Adult	Both	Blood	Pubmed_ID: 12675874
1309	Alpha-N-Phenylacetyl-L-glutamine	HMDB0006344	Uremia	Diagnostic	201.9 (32.6-371.2) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 12675874
1309	Alpha-N-Phenylacetyl-L-glutamine	HMDB0006344	Normal	Diagnostic	17.8 (-320.8-17.8) uM	Adult: >=18 yrs old	Both	Blood	Pubmed_ID: 12675874
1314	Iso-Valeraldehyde	HMDB0006478	Celiac Disease	Diagnostic	1.9e+05 (0-3.8e+05) nmol/g wet feces	Children: 2-17 yrs old	Unknown	Feces	Pubmed_ID: 21970810
1314	Iso-Valeraldehyde	HMDB0006478	Normal	Diagnostic	9.4e+03 (0-1.9e+04) nmol/g wet feces	Children: 2-17 yrs old	Unknown	Feces	Pubmed_ID: 21970810
1314	Iso-Valeraldehyde	HMDB0006478	Hepatic Encephalopathy	Diagnostic	290.0 uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Goldberg, E. M., Blendis, L. M. & Sandler, S. A gas chromatographic--mass spectrometric study of profiles of volatile metabolites in hepatic encephalopathy. J Chromatogr 226, 291-299 (1981).
1314	Iso-Valeraldehyde	HMDB0006478	Normal	Diagnostic	14.9 uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Goldberg, E. M., Blendis, L. M. & Sandler, S. A gas chromatographic--mass spectrometric study of profiles of volatile metabolites in hepatic encephalopathy. J Chromatogr 226, 291-299 (1981).
1316	Clupanodonic acid	HMDB0006528	Isovaleric Acidemia	Diagnostic	18.7 (8.3-29.1) uM	Adult	Unknown	Blood	Pubmed_ID: 27329611
1316	Clupanodonic acid	HMDB0006528	Normal	Diagnostic	39.3 (33.3-45.4) uM	Adult	Male	Blood	Pubmed_ID: 17069347
1319	Aflatoxin B1	HMDB0006552	Reye's Syndrome	Diagnostic	0.0090 (0.0080-0.014) uM	Adult	Both	Blood	Tsuboi, S., Nakagawa, T., Tomita, M., Seo, T., Ono, H., Kawamura, K. & Iwamura, N. Detection of aflatoxin B1 in serum samples of male Japanese subjects by radioimmunoassay and high-performance liquid chromatography. Cancer Res 44, 1231-1234 (1984).
1319	Aflatoxin B1	HMDB0006552	Normal	Diagnostic	0.00090 (0-0.0019) uM	Adult	Both	Blood	Tsuboi, S., Nakagawa, T., Tomita, M., Seo, T., Ono, H., Kawamura, K. & Iwamura, N. Detection of aflatoxin B1 in serum samples of male Japanese subjects by radioimmunoassay and high-performance liquid chromatography. Cancer Res 44, 1231-1234 (1984).
1335	Prolylhydroxyproline	HMDB0006695	Alzheimer's Disease	Diagnostic	0.086 (0.070-0.10) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).
1335	Prolylhydroxyproline	HMDB0006695	Normal	Diagnostic	0.87 (0-1.9) uM	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	Meli, D. N., Loeffler, J. M., Baumann, P., Neumann, U., Buhl, T., Leppert, D. & Leib, S. L. In pneumococcal meningitis a novel water-soluble inhibitor of matrix metalloproteinases and TNF-alpha converting enzyme attenuates seizures and injury of the cerebral cortex. J Neuroimmunol 151, 6-11 (2004).
1349	Estriol-16-Glucuronide	HMDB0006766	Pregnancy	Diagnostic	1.6 (0.72-2.4) umol/mmol creatinine	Adult	Female	Urine	Yang, Y. J., Lee, J., Choi, M. H. & Chung, B. C. Direct determination of estriol 3- and 16-glucuronides in pregnancy urine by column-switching liquid chromatography with electrospray tandem mass spectrometry. Biomed Chromatogr 17, 219-225 (2003).
1349	Estriol-16-Glucuronide	HMDB0006766	Normal	Diagnostic	9.8 (9.6-10.0) umol/mmol creatinine	Adult	Both	Urine	Andreolini, F., Borra, C., Caccamo, F., Di Corcia, A., Nicoletti, I., Samperi, R. & Improta, F. Estriol and its conjugates in late pregnancy determined by extraction with Carbopack B and liquid chromatography with fluorometric detection. Clin Chem 31, 1698-1702 (1985).
2163	PC(14:0/16:0)	HMDB0007869	Pregnancy	Diagnostic	6.1 (2.8-9.4) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2163	PC(14:0/16:0)	HMDB0007869	Normal	Diagnostic	2.3 (0.33-4.1) uM	Adolescent	Both	Blood	Pubmed_ID: 28959601
2166	PC(14:0/18:1(11Z))	HMDB0007872	Pregnancy	Diagnostic	23.4 (7.6-39.2) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2166	PC(14:0/18:1(11Z))	HMDB0007872	Normal	Diagnostic	10.4 (0.14-25.1) uM	Adolescent	Both	Blood	Pubmed_ID: 28959601
2166	PC(14:0/18:1(11Z))	HMDB0007872	Obesity	Diagnostic	18.3 (10.7-25.9) uM	Children: 2-17 yrs old	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
2166	PC(14:0/18:1(11Z))	HMDB0007872	Normal	Diagnostic	10.1 (7.5-13.5) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Pubmed_ID: 25754623
2167	PC(14:0/18:1(9Z))	HMDB0007873	Pregnancy	Diagnostic	23.4 (7.6-39.2) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2167	PC(14:0/18:1(9Z))	HMDB0007873	Normal	Diagnostic	10.4 (0.14-25.1) uM	Adolescent	Both	Blood	Pubmed_ID: 28959601
2167	PC(14:0/18:1(9Z))	HMDB0007873	Obesity	Diagnostic	18.3 (10.7-25.9) uM	Children	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
2167	PC(14:0/18:1(9Z))	HMDB0007873	Normal	Diagnostic	10.1 (7.5-13.5) uM	Infant	Unknown	Blood	Pubmed_ID: 25754623
2168	PC(14:0/18:2(9Z,12Z))	HMDB0007874	Pregnancy	Diagnostic	6.6 (3.6-9.5) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2168	PC(14:0/18:2(9Z,12Z))	HMDB0007874	Normal	Diagnostic	4.0 (2.5-5.5) uM	Adult	Both	Blood	Pubmed_ID: 28278231
2168	PC(14:0/18:2(9Z,12Z))	HMDB0007874	Obesity	Diagnostic	4.0 (2.4-5.6) uM	Children: 2-17 yrs old	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
2168	PC(14:0/18:2(9Z,12Z))	HMDB0007874	Normal	Diagnostic	2.3 (1.6-3.1) uM	Infant: 1 wk-2 yrs old	Unknown	Blood	Pubmed_ID: 25754623
2170	PC(14:0/18:3(9Z,12Z,15Z))	HMDB0007876	Pregnancy	Diagnostic	0.88 (0.64-1.1) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2170	PC(14:0/18:3(9Z,12Z,15Z))	HMDB0007876	Normal	Diagnostic	0.49 (0.37-0.61) uM	Adult	Both	Blood	Pubmed_ID: 28278231
2173	PC(14:0/20:1(11Z))	HMDB0007879	Obesity	Diagnostic	2.9 (2.7-3.0) umol/mmol creatinine	Adolescent	Both	Urine	Pubmed_ID: 26910390
2173	PC(14:0/20:1(11Z))	HMDB0007879	Normal	Diagnostic	0.0077 (0.0023-0.050) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
2174	PC(14:0/20:2(11Z,14Z))	HMDB0007880	Obesity	Diagnostic	2.6 (2.3-2.8) umol/mmol creatinine	Adolescent	Both	Urine	Pubmed_ID: 26910390
2174	PC(14:0/20:2(11Z,14Z))	HMDB0007880	Normal	Diagnostic	0.0047 (0.0016-0.024) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
2176	PC(14:0/20:3(8Z,11Z,14Z))	HMDB0007882	Pregnancy	Diagnostic	26.7 (17.5-35.9) uM	Adult	Female	Blood	Pubmed_ID: 24704061
2176	PC(14:0/20:3(8Z,11Z,14Z))	HMDB0007882	Normal	Diagnostic	15.9 (11.3-20.5) uM	Adult	Both	Blood	Pubmed_ID: 28278231
2177	PC(14:0/20:4(5Z,8Z,11Z,14Z))	HMDB0007883	Obesity	Diagnostic	0.34 (0.32-0.36) umol/mmol creatinine	Adolescent:13-18 yrs old	Both	Urine	Pubmed_ID: 26910390
2177	PC(14:0/20:4(5Z,8Z,11Z,14Z))	HMDB0007883	Normal	Diagnostic	0.0023 (0.00020-0.018) umol/mmol creatinine	Adult: >=18 yrs old	Both	Urine	Pubmed_ID: 24023812
2177	PC(14:0/20:4(5Z,8Z,11Z,14Z))	HMDB0007883	Pregnancy	Diagnostic	2.9 (1.6-4.2) uM	Adult	Female	Blood	Pubmed_ID: 24704061
